Snake Game Log - 2025-10-13 10:42:52
Grid Size: 15x20
Final Score: 18
Total Reward: 17
Total Moves: 388
--------------------------------------------------
Move Log:
Time		Direction	Head Pos	Reward	Score	Length
--------------------------------------------------
10:42:52.898	(1, 0)		(8, 10)		0		0		3
10:42:53.062	(1, 0)		(9, 10)		0		0		3
10:42:53.211	(1, 0)		(10, 10)		0		0		3
10:42:53.363	(1, 0)		(11, 10)		0		0		3
10:42:53.513	(1, 0)		(12, 10)		0		0		3
10:42:53.678	(1, 0)		(13, 10)		0		0		3
10:42:53.827	(1, 0)		(14, 10)		0		0		3
10:42:53.979	(1, 0)		(15, 10)		-1		0		3
10:43:13.147	(1, 0)		(8, 10)		0		0		3
10:43:13.308	(1, 0)		(9, 10)		0		0		3
10:43:13.458	(1, 0)		(10, 10)		0		0		3
10:43:13.624	(1, 0)		(11, 10)		0		0		3
10:43:13.774	(1, 0)		(12, 10)		0		0		3
10:43:13.924	(1, 0)		(13, 10)		0		0		3
10:43:14.074	(1, 0)		(14, 10)		0		0		3
10:43:14.238	(0, 1)		(14, 11)		0		0		3
10:43:14.390	(0, 1)		(14, 12)		0		0		3
10:43:14.542	(0, 1)		(14, 13)		0		0		3
10:43:14.692	(0, 1)		(14, 14)		0		0		3
10:43:14.847	(0, 1)		(14, 15)		0		0		3
10:43:14.998	(0, 1)		(14, 16)		0		0		3
10:43:15.150	(0, 1)		(14, 17)		0		0		3
10:43:15.300	(-1, 0)		(13, 17)		0		0		3
10:43:15.466	(-1, 0)		(12, 17)		0		0		3
10:43:15.616	(-1, 0)		(11, 17)		0		0		3
10:43:15.767	(-1, 0)		(10, 17)		0		0		3
10:43:15.917	(-1, 0)		(9, 17)		0		0		3
10:43:16.069	(-1, 0)		(8, 17)		0		0		3
10:43:16.233	(-1, 0)		(7, 17)		0		0		3
10:43:16.383	(-1, 0)		(6, 17)		0		0		3
10:43:16.548	(-1, 0)		(5, 17)		0		0		3
10:43:16.700	(-1, 0)		(4, 17)		0		0		3
10:43:16.850	(-1, 0)		(3, 17)		0		0		3
10:43:17.015	(-1, 0)		(2, 17)		0		0		3
10:43:17.167	(-1, 0)		(1, 17)		0		0		3
10:43:17.318	(-1, 0)		(0, 17)		0		0		3
10:43:17.469	(0, -1)		(0, 16)		0		0		3
10:43:17.618	(0, -1)		(0, 15)		0		0		3
10:43:17.768	(0, -1)		(0, 14)		0		0		3
10:43:17.920	(0, -1)		(0, 13)		0		0		3
10:43:18.082	(0, -1)		(0, 12)		0		0		3
10:43:18.247	(0, -1)		(0, 11)		0		0		3
10:43:18.412	(0, -1)		(0, 10)		0		0		3
10:43:18.563	(0, -1)		(0, 9)		0		0		3
10:43:18.726	(0, -1)		(0, 8)		0		0		3
10:43:18.891	(0, -1)		(0, 7)		0		0		3
10:43:19.057	(0, -1)		(0, 6)		0		0		3
10:43:19.208	(0, -1)		(0, 5)		0		0		3
10:43:19.357	(0, -1)		(0, 4)		1		1		4
10:43:19.524	(0, -1)		(0, 3)		0		1		4
10:43:19.674	(1, 0)		(1, 3)		0		1		4
10:43:19.841	(1, 0)		(2, 3)		0		1		4
10:43:20.006	(1, 0)		(3, 3)		0		1		4
10:43:20.157	(1, 0)		(4, 3)		0		1		4
10:43:20.321	(0, 1)		(4, 4)		0		1		4
10:43:20.472	(0, 1)		(4, 5)		0		1		4
10:43:20.627	(0, 1)		(4, 6)		0		1		4
10:43:20.777	(0, 1)		(4, 7)		0		1		4
10:43:20.928	(0, 1)		(4, 8)		0		1		4
10:43:21.094	(0, 1)		(4, 9)		0		1		4
10:43:21.246	(0, 1)		(4, 10)		0		1		4
10:43:21.412	(0, 1)		(4, 11)		0		1		4
10:43:21.576	(0, 1)		(4, 12)		0		1		4
10:43:21.728	(0, 1)		(4, 13)		1		2		5
10:43:21.892	(0, 1)		(4, 14)		0		2		5
10:43:22.042	(0, 1)		(4, 15)		0		2		5
10:43:22.192	(0, 1)		(4, 16)		0		2		5
10:43:22.341	(1, 0)		(5, 16)		0		2		5
10:43:22.506	(1, 0)		(6, 16)		0		2		5
10:43:22.657	(1, 0)		(7, 16)		0		2		5
10:43:22.820	(1, 0)		(8, 16)		0		2		5
10:43:22.985	(1, 0)		(9, 16)		0		2		5
10:43:23.138	(1, 0)		(10, 16)		1		3		6
10:43:23.303	(0, -1)		(10, 15)		0		3		6
10:43:23.467	(0, -1)		(10, 14)		0		3		6
10:43:23.632	(0, -1)		(10, 13)		0		3		6
10:43:23.795	(0, -1)		(10, 12)		0		3		6
10:43:23.961	(0, -1)		(10, 11)		0		3		6
10:43:24.112	(0, -1)		(10, 10)		0		3		6
10:43:24.263	(-1, 0)		(9, 10)		0		3		6
10:43:24.429	(-1, 0)		(8, 10)		0		3		6
10:43:24.581	(-1, 0)		(7, 10)		0		3		6
10:43:24.731	(-1, 0)		(6, 10)		0		3		6
10:43:24.883	(0, 1)		(6, 11)		0		3		6
10:43:25.032	(0, 1)		(6, 12)		0		3		6
10:43:25.184	(0, 1)		(6, 13)		0		3		6
10:43:25.335	(0, 1)		(6, 14)		0		3		6
10:43:25.499	(0, 1)		(6, 15)		0		3		6
10:43:25.664	(0, 1)		(6, 16)		0		3		6
10:43:25.815	(0, 1)		(6, 17)		0		3		6
10:43:25.980	(0, 1)		(6, 18)		0		3		6
10:43:26.130	(0, 1)		(6, 19)		1		4		7
10:43:26.283	(1, 0)		(7, 19)		0		4		7
10:43:26.434	(1, 0)		(8, 19)		0		4		7
10:43:26.599	(1, 0)		(9, 19)		0		4		7
10:43:26.763	(1, 0)		(10, 19)		0		4		7
